count	date	ip	user_agent	is_indexing_bot
1	2022-01-01	66.249.79.146	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-01	66.249.79.155	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
3	2022-01-01	66.249.79.156	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-01	66.249.79.157	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-01	157.55.39.162	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
1	2022-01-01	207.46.13.30	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
323118	2022-01-02	176.10.98.242	CompanyHouse-PageFetcher/1.0	1
1460	2022-01-02	66.249.64.4	Googlebot-Image/1.0	1
637	2022-01-02	66.249.64.5	Googlebot-Image/1.0	1
847	2022-01-02	66.249.64.6	Googlebot-Image/1.0	1
385	2022-01-02	66.249.64.7	Googlebot-Image/1.0	1
366	2022-01-02	66.249.64.8	Googlebot-Image/1.0	1
158	2022-01-02	66.249.64.9	Googlebot-Image/1.0	1
80	2022-01-02	66.249.64.10	Googlebot-Image/1.0	1
65	2022-01-02	66.249.64.11	Googlebot-Image/1.0	1
24	2022-01-02	66.249.64.12	Googlebot-Image/1.0	1
11	2022-01-02	66.249.64.13	Googlebot-Image/1.0	1
4	2022-01-02	66.249.64.14	Googlebot-Image/1.0	1
10	2022-01-02	66.249.64.15	Googlebot-Image/1.0	1
3	2022-01-02	66.249.64.16	Googlebot-Image/1.0	1
181	2022-01-02	66.249.64.25	Googlebot-Image/1.0	1
85	2022-01-02	66.249.64.26	Googlebot-Image/1.0	1
36	2022-01-02	66.249.64.27	Googlebot-Image/1.0	1
11	2022-01-02	66.249.64.28	Googlebot-Image/1.0	1
1	2022-01-02	66.249.64.29	Googlebot-Image/1.0	1
1	2022-01-02	66.249.66.29	Googlebot-Image/1.0	1
1	2022-01-02	66.249.72.70	Googlebot-Image/1.0	1
1	2022-01-02	66.249.72.93	Googlebot-Image/1.0	1
1	2022-01-02	66.249.72.95	Googlebot-Image/1.0	1
3863	2022-01-02	66.249.89.4	Mediapartners-Google	1
3255	2022-01-02	66.249.89.5	Mediapartners-Google	1
1997	2022-01-02	66.249.89.6	Mediapartners-Google	1
1845	2022-01-02	66.249.89.7	Mediapartners-Google	1
700	2022-01-02	66.249.89.8	Mediapartners-Google	1
726	2022-01-02	66.249.89.9	Mediapartners-Google	1
158	2022-01-02	66.249.89.10	Mediapartners-Google	1
288	2022-01-02	66.249.89.11	Mediapartners-Google	1
29	2022-01-02	66.249.89.12	Mediapartners-Google	1
92	2022-01-02	66.249.89.13	Mediapartners-Google	1
11	2022-01-02	66.249.89.14	Mediapartners-Google	1
33	2022-01-02	66.249.89.15	Mediapartners-Google	1
16	2022-01-02	66.249.89.16	Mediapartners-Google	1
1	2022-01-02	66.249.89.17	Mediapartners-Google	1
53	2022-01-02	66.249.89.25	Mediapartners-Google	1
31	2022-01-02	66.249.89.26	Mediapartners-Google	1
13	2022-01-02	66.249.89.27	Mediapartners-Google	1
4	2022-01-02	66.249.89.28	Mediapartners-Google	1
68339	2022-01-02	40.77.167.50	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
57294	2022-01-02	157.55.39.101	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
58483	2022-01-02	157.55.39.139	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
59336	2022-01-02	157.55.39.162	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
67781	2022-01-02	207.46.13.30	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
62445	2022-01-02	207.46.13.128	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
3	2022-01-02	34.76.60.69	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	35.240.117.238	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
8020	2022-01-02	66.249.64.4	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
3811	2022-01-02	66.249.64.5	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
5678	2022-01-02	66.249.64.6	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2576	2022-01-02	66.249.64.7	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2955	2022-01-02	66.249.64.8	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1303	2022-01-02	66.249.64.9	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1241	2022-01-02	66.249.64.10	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
562	2022-01-02	66.249.64.11	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
451	2022-01-02	66.249.64.12	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
216	2022-01-02	66.249.64.13	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
71	2022-01-02	66.249.64.14	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
101	2022-01-02	66.249.64.15	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
45	2022-01-02	66.249.64.16	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
10	2022-01-02	66.249.64.17	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
547	2022-01-02	66.249.64.25	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
368	2022-01-02	66.249.64.26	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
200	2022-01-02	66.249.64.27	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
68	2022-01-02	66.249.64.28	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
3	2022-01-02	66.249.64.29	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.66.8	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.66.12	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.66.83	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.66.155	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.66.204	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.66.223	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.70.38	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.70.50	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.70.52	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.70.54	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.70.56	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.70.58	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.70.60	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.72.67	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.72.70	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.72.72	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.72.84	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.32	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.38	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.40	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.42	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.61	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.73.63	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-02	66.249.79.144	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.79.155	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-02	66.249.79.156	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
691	2022-01-02	40.77.167.50	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
567	2022-01-02	157.55.39.101	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
580	2022-01-02	157.55.39.139	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
576	2022-01-02	157.55.39.162	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
689	2022-01-02	207.46.13.30	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
555	2022-01-02	207.46.13.128	Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
1	2022-01-03	183.136.225.56	Baiduspider+(+http://www.baidu.com/search/spider.htm);googlebot|baiduspider|baidu|spider|sogou|bingbot|bot|yahoo|soso|sosospider|360spider|youdaobot|jikeSpider;)	1
281040	2022-01-03	176.10.98.242	CompanyHouse-PageFetcher/1.0	1
2181	2022-01-03	66.249.64.4	Googlebot-Image/1.0	1
343	2022-01-03	66.249.64.5	Googlebot-Image/1.0	1
901	2022-01-03	66.249.64.6	Googlebot-Image/1.0	1
175	2022-01-03	66.249.64.7	Googlebot-Image/1.0	1
212	2022-01-03	66.249.64.8	Googlebot-Image/1.0	1
78	2022-01-03	66.249.64.9	Googlebot-Image/1.0	1
67	2022-01-03	66.249.64.10	Googlebot-Image/1.0	1
21	2022-01-03	66.249.64.11	Googlebot-Image/1.0	1
7	2022-01-03	66.249.64.12	Googlebot-Image/1.0	1
2	2022-01-03	66.249.64.13	Googlebot-Image/1.0	1
1	2022-01-03	66.249.64.14	Googlebot-Image/1.0	1
2	2022-01-03	66.249.64.15	Googlebot-Image/1.0	1
229	2022-01-03	66.249.64.25	Googlebot-Image/1.0	1
111	2022-01-03	66.249.64.26	Googlebot-Image/1.0	1
37	2022-01-03	66.249.64.27	Googlebot-Image/1.0	1
2	2022-01-03	66.249.64.28	Googlebot-Image/1.0	1
1	2022-01-03	66.249.64.29	Googlebot-Image/1.0	1
1	2022-01-03	66.249.70.38	Googlebot-Image/1.0	1
2	2022-01-03	66.249.70.50	Googlebot-Image/1.0	1
1	2022-01-03	66.249.72.95	Googlebot-Image/1.0	1
2	2022-01-03	66.249.73.61	Googlebot-Image/1.0	1
1	2022-01-03	66.249.79.157	Googlebot-Image/1.0	1
5850	2022-01-03	66.249.89.4	Mediapartners-Google	1
2479	2022-01-03	66.249.89.5	Mediapartners-Google	1
2489	2022-01-03	66.249.89.6	Mediapartners-Google	1
1374	2022-01-03	66.249.89.7	Mediapartners-Google	1
556	2022-01-03	66.249.89.8	Mediapartners-Google	1
539	2022-01-03	66.249.89.9	Mediapartners-Google	1
145	2022-01-03	66.249.89.10	Mediapartners-Google	1
122	2022-01-03	66.249.89.11	Mediapartners-Google	1
14	2022-01-03	66.249.89.12	Mediapartners-Google	1
13	2022-01-03	66.249.89.13	Mediapartners-Google	1
1	2022-01-03	66.249.89.14	Mediapartners-Google	1
717	2022-01-03	66.249.89.25	Mediapartners-Google	1
379	2022-01-03	66.249.89.26	Mediapartners-Google	1
129	2022-01-03	66.249.89.27	Mediapartners-Google	1
20	2022-01-03	66.249.89.28	Mediapartners-Google	1
68656	2022-01-03	40.77.167.50	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
2	2022-01-03	40.77.167.88	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
2	2022-01-03	40.77.167.91	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
64600	2022-01-03	157.55.39.101	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
64237	2022-01-03	157.55.39.139	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
60562	2022-01-03	157.55.39.162	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
68298	2022-01-03	207.46.13.30	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
68278	2022-01-03	207.46.13.128	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
1	2022-01-03	207.46.13.226	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)	1
8089	2022-01-03	66.249.64.4	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2275	2022-01-03	66.249.64.5	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
4569	2022-01-03	66.249.64.6	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1555	2022-01-03	66.249.64.7	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1731	2022-01-03	66.249.64.8	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
702	2022-01-03	66.249.64.9	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
558	2022-01-03	66.249.64.10	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
264	2022-01-03	66.249.64.11	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
115	2022-01-03	66.249.64.12	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
34	2022-01-03	66.249.64.13	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
13	2022-01-03	66.249.64.14	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
859	2022-01-03	66.249.64.25	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
515	2022-01-03	66.249.64.26	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
168	2022-01-03	66.249.64.27	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
22	2022-01-03	66.249.64.28	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-03	66.249.64.29	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.66.12	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-03	66.249.66.29	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.66.83	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.66.85	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.66.144	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.66.156	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.70.36	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.70.38	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-03	66.249.70.50	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
2	2022-01-03	66.249.70.54	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
4	2022-01-03	66.249.70.56	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
1	2022-01-03	66.249.70.58	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	1
